ateneo	gruppo	codice	nome
70001	14	0420106204900002	assistenza sanitaria (L/SNT4)
70001	14	0420106204800004	dietistica (L/SNT3)
70001	7	0420106203300001	digital economics and business (L-33,L-18)
70001	7	0420106201800004	economia aziendale - già economia e commercio (L-18, ex L-33)
70001	7	0420104015400002	economia e commercio (17)
70001	7	0420106201800002	economia e commercio (L-33, ex L-18)
70001	14	0420106204700002	educazione professionale (L/SNT2)
70001	9	0420106203200001	environmental sciences and civil protection - scienze ambientali e protezione civile (L-32)
70001	14	0420106204700001	fisioterapia (L/SNT2)
70001	14	0420106204800003	igiene dentale (L/SNT3)
70001	14	0420106204600001	infermieristica (L/SNT1)
70001	14	0420104050400001	infermieristica (SNT/1)
70001	12	0420106200800006	ingegneria biomedica (L-8)
70001	11	0420106200700008	ingegneria civile e ambientale (L-7)
70001	12	0420106200800015	ingegneria dell'informazione per videogame e realtà virtuale (L-8)
70001	11	0420104000100001	ingegneria delle costruzioni edili e del recupero (4)
70001	12	0420104000500002	ingegneria e gestione della produzione (10)
70001	11	0420106202300001	ingegneria edile (L-23)
70001	12	0420106200800014	ingegneria elettronica e delle tecnologie digitali - già ingegneria elettronica (L-8)
70001	12	0420106200900019	ingegneria gestionale (L-9,L-8)
70001	12	0420106200800010	ingegneria informatica e dell'automazione (L-8)
70001	12	0420106200900006	ingegneria meccanica (L-9)
70001	12	0420106200900021	ingegneria per la sostenibilità industriale (L-9)
70001	14	0420106204700003	logopedia (L/SNT2)
70001	14	0420106204600002	ostetricia (L/SNT1)
70001	9	0420106201300001	scienze biologiche (L-13)
70001	13	0420106202500003	scienze e tecnologie agrarie (L-25)
70001	13	0420106202600001	scienze e tecnologie alimentari (L-26)
70001	13	0420106202500004	scienze forestali e ambientali (L-25)
70001	13	0420106202500005	sistemi agricoli innovativi (L-25)
70001	12	0420106205600001	sistemi industriali e dell'informazione (L-P03)
70001	11	0420106202300002	tecniche della costruzione e gestione del territorio (L-23)
70001	11	0420106205400001	tecniche della costruzione e gestione del territorio (L-P01)
70001	14	0420106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70001	14	0420106204800002	tecniche di laboratorio biomedico (L/SNT3)
70001	14	0420106204800001	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70001	14	0420106204700004	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70002	14	0720106204900001	assistenza sanitaria (L/SNT4)
70002	9	0720106200200002	biotecnologie industriali per lo sviluppo sostenibile - già biotecnologie industriali e agro-alimentari (L-2)
70002	9	0720106200200003	biotecnologie mediche e farmaceutiche (L-2)
70002	9	0720106202700001	chimica (L-27)
70002	8	0720106201400002	consulente del lavoro e operatore di impresa - già scienze dei servizi giuridici d'impresa (L-14)
70002	2	0720106200300001	dams - discipline dell'audiovisivo, della musica e dello spettacolo (L-3)
70002	14	0720106204800002	dietistica (L/SNT3)
70002	7	0720104015400001	economia aziendale (17)
70002	7	0720106201800006	economia aziendale - sede di Bari (L-18)
70002	7	0720104015400002	economia aziendale - sede di brindisi (17)
70002	7	0720106201800007	economia aziendale - sede di Brindisi (L-18)
70002	7	0720106201800001	economia e amministrazione delle aziende (L-18, ex L-33)
70002	7	0720106203300001	economia e commercio (L-33)
70002	7	0720104015300002	economia e commercio - sede di taranto (28)
70002	14	0720106204700005	educazione professionale (L/SNT2)
70002	1	0720104010400003	educazione professionale nel campo del disagio minorile, della devianza e della marginalità - sede di taranto (18)
70002	3	0720106200500002	filosofia (L-5)
70002	9	0720106203000004	fisica (L-30)
70002	14	0720106204700003	fisioterapia (L/SNT2)
70002	14	0720104050500004	fisioterapia (SNT/2)
70002	13	0720106202500002	gestione degli spazi verdi, dei boschi e delle aree protette - già scienze e tecnologie del territorio e dell'ambiente agro-forestale (L-25)
70002	14	0720106204800005	igiene dentale (L/SNT3)
70002	14	0720106204600003	infermieristica (L/SNT1)
70002	14	0720104050400002	infermieristica (SNT/1)
70002	10	0720104005100001	informatica (26)
70002	10	0720106203100010	informatica - sede di Bari (L-31)
70002	10	0720104005100003	informatica e comunicazione digitale (26)
70002	10	0720106203100008	informatica e comunicazione digitale - sede di Bari (L-31)
70002	10	0720104005100010	informatica e comunicazione digitale - sede di taranto (26)
70002	10	0720106203100012	informatica e tecnologie dell'informazione - già informatica e comunicazione digitale (L-31)
70002	10	0720106203100009	informatica e tecnologie per la produzione del software (L-31)
70002	3	0720106201000006	lettere (L-10)
70002	4	0720106201200001	lingue e culture per il turismo e la mediazione internazionale - già comunicazione linguistica e interculturale (L-12)
70002	4	0720104010200002	lingue e letterature straniere (11)
70002	4	0720106201100002	lingue, culture e letterature moderne - già culture delle lingue moderne e del turismo (L-11)
70002	14	0720106204700002	logopedia (L/SNT2)
70002	7	0720104015400004	marketing e comunicazione (17)
70002	7	0720106201800004	marketing e comunicazione d'azienda (L-18)
70002	9	0720104005000001	matematica (32)
70002	9	0720106203500001	matematica (L-35)
70002	14	0720106204700001	ortottica ed assistenza oftalmologica (L/SNT2)
70002	14	0720106204600002	ostetricia (L/SNT1)
70002	9	0720106203000005	scienza e tecnologia dei materiali (L-30)
70002	9	0720104002400001	scienza e tecnologia per la diagnostica e conservazione dei beni culturali (41)
70002	9	0720106203200004	scienze ambientali (L-32)
70002	13	0720106203800003	scienze animali - già scienze animali e produzioni alimentari (L-38)
70002	9	0720106201300006	scienze biologiche (L-13)
70002	2	0720106200100003	scienze dei beni culturali (L-1)
70002	8	0720106201400001	scienze dei servizi giuridici (L-14)
70002	14	0720106203900002	scienze del servizio sociale (L-39)
70002	14	0720106203900003	scienze del servizio sociale e sociologia (L-39,L-40)
70002	1	0720104010400001	scienze dell'educazione e della formazione (18)
70002	1	0720106201900007	scienze dell'educazione e della formazione (L-19)
70002	5	0720106202000004	scienze della comunicazione (L-20)
70002	1	0720106201900008	scienze della formazione (L-19)
70002	9	0720106203200001	scienze della natura (L-32)
70002	15	0720106202200002	scienze delle attività motorie e sportive (L-22)
70002	9	0720106202800001	scienze e gestione delle attività marittime (L-28)
70002	6	0720104005700001	scienze e tecniche psicologiche (34)
70002	6	0720106202400001	scienze e tecniche psicologiche (L-24)
70002	13	0720106202500001	scienze e tecnologie agrarie (L-25)
70002	13	0720106202600002	scienze e tecnologie alimentari (L-26)
70002	9	0720106202900002	scienze erboristiche e nutraceutiche - già scienze e tecnologie erboristiche e dei prodotti per la salute - già tecniche erboristiche (L-29)
70002	9	0720106203400001	scienze geologiche (L-34)
70002	8	0720106201400005	scienze giuridiche per l'immigrazione e l'interculturalità nelle pubbliche amministrazioni - già scienze giuridiche per l'immigrazione, i diritti umani e l'interculturalità (L-14)
70002	5	0720106203600002	scienze politiche - già scienze politiche relazioni internazionali e studi europei (L-36)
70002	5	0720106201600006	scienze politiche, economiche e amministrative - già scienze della amministrazione pubblica e privata (L-16)
70002	9	0720106204100001	scienze statistiche (L-41)
70002	3	0720106204200002	storia - già storia e scienze sociali (L-42)
70002	14	0720106204700004	tecnica della riabilitazione psichiatrica (L/SNT2)
70002	14	0720106204800003	tecniche audiometriche (L/SNT3)
70002	14	0720106204800004	tecniche audioprotesiche (L/SNT3)
70002	14	0720106204900002	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70002	14	0720104050700002	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (SNT/4)
70002	14	0720106204800009	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare - dall'a.a. 2019/20 (L/SNT3)
70002	14	0720106204800001	tecniche di laboratorio biomedico (L/SNT3)
70002	14	0720106204800008	tecniche di neurofisiopatologia (L/SNT3)
70002	14	0720106204800007	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70002	14	0720106204800010	tecniche ortopediche (L/SNT3)
70002	13	0720106205500001	tecniche per l'agricoltura sostenibile (L-P02)
70003	13	0370106203800001	acquacoltura e igiene delle produzioni ittiche (L-38)
70003	3	0370106204200002	antropologia, religioni, civiltà orientali - già scienze antropologiche (L-42)
70003	11	0370106202300003	architettura e processo edilizio (L-23)
70003	11	0370106201700001	architettura-ingegneria (L-17)
70003	9	0370106203000001	astronomia (L-30)
70003	2	0370106200100004	beni culturali (L-1)
70003	9	0370106200200001	biotecnologie (L-2)
70003	11	0370106202300002	building construction engineering - ingegneria edile (L-23)
70003	7	0370106201800006	business and economics - già business and economics/economia e gestione di impresa (L-18)
70003	9	0370106202700003	chimica e chimica dei materiali (L-27)
70003	9	0370106202700005	chimica e tecnologie per l'ambiente e per i materiali (L-27)
70003	9	0370106202700004	chimica industriale (L-27)
70003	8	0370106201400001	consulente del lavoro e delle relazioni aziendali (L-14)
70003	2	0370106200300003	culture e pratiche della moda - già culture e tecniche della moda (L-3)
70003	2	0370104009300002	culture e tecniche del costume e della moda (23)
70003	2	0370104009300001	dams - discipline delle arti, della musica e dello spettacolo (23)
70003	2	0370106200300004	dams - discipline delle arti, della musica e dello spettacolo (L-3)
70003	2	0370106200400002	design del prodotto industriale (L-4)
70003	14	0370106204800004	dietistica (L/SNT3)
70003	7	0370104015400001	economia aziendale (17)
70003	7	0370106201800002	economia aziendale (L-18)
70003	7	0370106201800016	economia dell'impresa (L-18, ex L-33)
70003	7	0370106201800005	economia e commercio (L-18)
70003	7	0370104015300006	economia e diritto (28)
70003	7	0370104015400002	economia e gestione aziendale (17)
70003	7	0370104015400013	economia e gestione delle imprese (17)
70003	13	0370106202500003	economia e mercati agro-alimentari - già economia e marketing nel sistema agro-industriale (L-25)
70003	7	0370106203300001	economia, mercati e istituzioni (L-33)
70003	7	0370106203300002	economics and finance - economia e finanza (L-33)
70003	7	0370106201800015	economics of tourism and cities - economia del turismo (L-33, ex L-18)
70003	7	0370106203300004	economics, politics and social sciences - economia, politica e scienze sociali (L-33,L-36)
70003	1	0370106201900005	educatore nei servizi per l'infanzia (L-19)
70003	1	0370104010400003	educatore sociale - già educatore professionale (18)
70003	1	0370106201900003	educatore sociale e culturale (L-19)
70003	14	0370106204700002	educazione professionale (L/SNT2)
70003	5	0370106203600003	european studies - studi europei (L-36)
70003	3	0370106200500001	filosofia (L-5)
70003	9	0370106203000003	fisica (L-30)
70003	14	0370106204700001	fisioterapia (L/SNT2)
70003	9	0370106200200002	genomics - genomica (L-2)
70003	8	0370106201400003	giurista per le imprese e per la pubblica amministrazione - già giurista d'impresa e delle amministrazioni pubbliche (L-14)
70003	14	0370106204800001	igiene dentale (L/SNT3)
70003	14	0370106204600003	infermieristica - sede di Bologna (L/SNT1)
70003	14	0370106204600005	infermieristica - sede di Rimini (L/SNT1)
70003	14	0370106204600004	infermieristica - sedi di Faenza e Ravenna (L/SNT1)
70003	10	0370106203100002	informatica (L-31)
70003	10	0370106203100003	informatica per il management (L-31)
70003	9	0370104017700001	informazione scientifica sul farmaco (24)
70003	12	0370106200900002	ingegneria aerospaziale (L-9)
70003	12	0370106200800001	ingegneria biomedica (L-8)
70003	12	0370106200900001	ingegneria chimica e biochimica (L-9)
70003	11	0370106200700001	ingegneria civile (L-7)
70003	12	0370106200800002	ingegneria dell'automazione (L-8)
70003	12	0370106200900004	ingegneria dell'energia elettrica (L-9)
70003	10	0370106200800008	ingegneria e scienze informatiche (L-8,L-31)
70003	12	0370106200800004	ingegneria elettronica - già ingegneria elettronica per l'energia e l'informazione (L-8)
70003	12	0370106200800007	ingegneria elettronica e telecomunicazioni (L-8)
70003	12	0370106200900007	ingegneria energetica (L-9)
70003	12	0370106200900005	ingegneria gestionale (L-9)
70003	12	0370106200800006	ingegneria informatica (L-8)
70003	12	0370106200900006	ingegneria meccanica - sede di Bologna (L-9)
70003	12	0370106200900003	ingegneria meccanica - sede di Forlì (L-9)
70003	12	0370106200800009	ingegneria meccatronica (L-8)
70003	11	0370106200700002	ingegneria per l'ambiente e il territorio (L-7)
70003	3	0370106201000002	lettere (L-10)
70003	4	0370104010200001	lingue e letterature straniere (11)
70003	4	0370106201100001	lingue e letterature straniere (L-11)
70003	4	0370106201200002	lingue e tecnologie per la comunicazione interculturale - già mediazione linguistica interculturale (L-12)
70003	4	0370106201100002	lingue, mercati e culture dell'asia e dell'africa mediterranea - già lingue, mercati e culture dell'asia (L-11)
70003	14	0370106204700004	logopedia (L/SNT2)
70003	7	0370106201800017	management and economics - management ed economia (L-18)
70003	7	0370106201800007	management e marketing - già economia e gestione delle imprese (L-18)
70003	9	0370106203500001	matematica (L-35)
70003	12	0370106205600001	meccatronica (L-P03)
70003	12	0370106205600003	metodologie chimiche per prodotti e processi (L-P03)
70003	14	0370106204600002	ostetricia (L/SNT1)
70003	14	0370106204700005	podologia (L/SNT2)
70003	13	0370106203800002	produzioni animali - già produzioni animali e controllo della fauna selvatica (L-38)
70003	9	0370106203200001	scienze ambientali (L-32)
70003	9	0370104005500001	scienze biologiche (12)
70003	9	0370106201300001	scienze biologiche (L-13)
70003	5	0370106202000001	scienze della comunicazione (L-20)
70003	15	0370106202200002	scienze delle attività motorie e sportive (L-22)
70003	7	0370106205300001	scienze e cultura della gastronomia (L/GASTR)
70003	6	0370106202400001	scienze e tecniche psicologiche - già scienze del comportamento e delle relazioni sociali (L-24)
70003	13	0370106202500005	scienze e tecnologie per il verde e il paesaggio - già verde ornamentale e tutela del paesaggio (L-25)
70003	9	0370106202900002	scienze farmaceutiche applicate (L-29)
70003	9	0370106203400001	scienze geologiche (L-34)
70003	5	0370106203600001	scienze internazionali e diplomatiche (L-36)
70003	15	0370104023200002	scienze motorie - sede di Rimini - dall'a.a. 2006/07 (33)
70003	9	0370106203200002	scienze naturali (L-32)
70003	5	0370106203600002	scienze politiche, sociali e internazionali - già studi internazionali (L-36)
70003	9	0370106204100002	scienze statistiche (L-41)
70003	14	0370104016800001	servizio sociale (6)
70003	14	0370106203900001	servizio sociale (L-39)
70003	5	0370106204000002	sociologia - già sociologia e scienze criminologiche per la sicurezza (L-40)
70003	9	0370106204100004	statistica, finanza e assicurazioni - già finanza, assicurazioni e impresa (L-41)
70003	3	0370104010600001	storia (38)
70003	3	0370106204200001	storia (L-42)
70003	3	0370106204200003	storia, società e culture del Mediterraneo - già società e culture del mediterraneo: istituzioni, sicurezza, ambiente (L-42)
70003	5	0370106203700001	sviluppo e cooperazione internazionale (L-37)
70003	14	0370106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70003	14	0370106204800006	tecniche di laboratorio biomedico (L/SNT3)
70003	14	0370106204800003	tecniche di neurofisiopatologia (L/SNT3)
70003	14	0370106204800007	tecniche di radiologia medica, per immagini e radioterapia - sede di Bologna (L/SNT3)
70003	14	0370106204800005	tecniche ortopediche (L/SNT3)
70003	11	0370106205400001	tecniche per l'edilizia e il territorio (L-P01)
70003	13	0370106202500002	tecnologie agrarie (L-25)
70003	13	0370106202600001	tecnologie alimentari (L-26)
70003	12	0370106205600002	tecnologie dei sistemi informatici (L-P03)
70003	13	0370106202500004	tecnologie per il territorio e l'ambiente agro-forestale (L-25)
70003	13	0370106202600003	viticoltura ed enologia (L-26)
70004	14	0920106204900001	assistenza sanitaria (L/SNT4)
70004	2	0920106200100013	beni culturali (L-1)
70004	2	0920106200100015	beni culturali archeologici, storico-artistici e archivistici - già beni culturali e spettacolo (L-1, ex L-3)
70004	9	0920106201300003	biologia (L-13)
70004	9	0920106200200001	biotecnologie farmaceutiche - già biotecnologie (L-2)
70004	9	0920106202700001	chimica (L-27)
70004	7	0920106203300002	economia e finanza (L-33)
70004	7	0920106201800001	economia e gestione aziendale (L-18)
70004	7	0920106201800003	economia e gestione dei servizi turistici (L-18)
70004	11	0920104000100001	edilizia - già ingegneria edile (4)
70004	14	0920106204700010	educazione professionale (L/SNT2)
70004	3	0920106200500001	filosofia (L-5)
70004	9	0920106203000001	fisica (L-30)
70004	14	0920106204700003	fisioterapia (L/SNT2)
70004	9	0920106203400001	geologia - già scienze geologiche (L-34)
70004	14	0920106204800100	igiene dentale - dall'a.a. 2017/18 (L/SNT3)
70004	14	0920106204600002	infermieristica (L/SNT1)
70004	10	0920106203100001	informatica (L-31)
70004	10	0920106203100002	informatica applicata e data analytics (L-31)
70004	12	0920106200800004	ingegneria biomedica (L-8,L-9)
70004	12	0920104000500001	ingegneria chimica (10)
70004	12	0920106200900003	ingegneria chimica per l'innovazione e la sostenibilità dei processi - già ingegneria chimica (L-9)
70004	11	0920106200700004	ingegneria civile (L-7)
70004	12	0920106200900013	ingegneria dell'energia elettrica per lo sviluppo sostenibile (L-9)
70004	12	0920106200800006	ingegneria elettronica, informatica e delle telecomunicazioni - già ingegneria elettrica, elettronica e informatica (L-8, ex L-9)
70004	12	0920106200900012	ingegneria meccanica e gestionale - già ingegneria meccanica (L-9)
70004	11	0920106200700002	ingegneria per l'ambiente e il territorio (L-7)
70004	3	0920104009800007	lettere (5)
70004	3	0920106201000007	lettere (L-10)
70004	5	0920106202000007	lingue e comunicazione (L-20)
70004	4	0920106201100010	lingue e culture per la mediazione linguistica (L-11,L-12)
70004	4	0920106201200001	lingue per la mediazione linguistica (L-12)
70004	9	0920106203500001	matematica (L-35)
70004	14	0920106204600001	ostetricia (L/SNT1)
70004	9	0920106203200001	scienze ambientali e naturali (L-32)
70004	8	0920106201400001	scienze dei servizi giuridici (L-14)
70004	5	0920106201600001	scienze dell'amministrazione e dell'organizzazione - già amministrazione e organizzazione (L-16)
70004	11	0920106201700001	scienze dell'architettura (L-17)
70004	1	0920104010400001	scienze dell'educazione e della formazione (18)
70004	1	0920106201900001	scienze dell'educazione e della formazione (L-19)
70004	5	0920106202000002	scienze della comunicazione (L-20)
70004	15	0920106202200001	scienze delle attività motorie e sportive (L-22)
70004	6	0920106202400001	scienze e tecniche psicologiche (L-24)
70004	5	0920106203600001	scienze politiche (L-36)
70004	9	0920106202900002	scienze tossicologiche e controllo di qualità - già tossicologia (L-29)
70004	14	0920106204900002	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70004	14	0920106204800099	tecniche di laboratorio biomedico (L/SNT3)
70004	14	0920106204800101	tecniche di neurofisiopatologia (L/SNT3)
70004	14	0920106204800001	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70004	11	0920106205400001	tecniche per l'edilizia e il territorio (L-P01)
70005	9	0780106201300003	biologia (L-13)
70005	9	0780106202700001	chimica (L-27)
70005	2	0780106200300002	comunicazione e dams (L-3,L-20)
70005	2	0780104009300001	discipline delle arti, della musica e dello spettacolo (23)
70005	5	0780106203700002	discipline economiche e sociali per lo sviluppo (L-37)
70005	7	0780104015400002	economia (17)
70005	7	0780106203300002	economia (L-33)
70005	7	0780104015400001	economia aziendale (17)
70005	7	0780106201800003	economia aziendale (L-18)
70005	3	0780106200500002	filosofia e storia (L-5,L-42)
70005	9	0780106203000001	fisica (L-30)
70005	10	0780106203100001	informatica (L-31)
70005	9	0780106202900002	informazione scientifica del farmaco e delle tecnologie per la salute - già informazione scientifica del farmaco e dei prodotti per la salute (L-29)
70005	9	0780104017700007	informazione scientifica sul farmaco (24)
70005	12	0780106200900002	ingegneria chimica (L-9)
70005	12	0780106200900003	ingegneria chimica - già ingegneria alimentare (L-9)
70005	11	0780106200700001	ingegneria civile (L-7)
70005	12	0780104001000001	ingegneria elettronica (9)
70005	12	0780106200800002	ingegneria elettronica (L-8)
70005	12	0780106200800005	ingegneria gestionale - sede di Rende (L-8,L-9)
70005	12	0780106200800003	ingegneria informatica (L-8)
70005	12	0780106200900001	ingegneria meccanica (L-9)
70005	11	0780106200700002	ingegneria per l'ambiente e il territorio (L-7)
70005	11	0780106200700003	ingegneria per l'ambiente e la sicurezza del territorio - già ingegneria ambientale e chimica (L-7, ex L-9)
70005	2	0780106201000002	lettere - già lettere e beni culturali (L-10, ex L-1)
70005	4	0780104010200001	lingue e culture moderne (11)
70005	4	0780106201100002	lingue e culture moderne (L-11)
70005	9	0780106203500001	matematica (L-35)
70005	5	0780106202000001	media e società digitale (L-20)
70005	4	0780106201200001	mediazione linguistica (L-12)
70005	9	0780106203000004	scienza dei materiali innovativi e per le nanotecnologie (L-30)
70005	9	0780106202900001	scienza della nutrizione (L-29)
70005	12	0780106200900004	scienza e ingegneria dei materiali (L-9)
70005	7	0780106201500008	scienze del turismo e dei servizi turistici - già scienze turistiche (L-15)
70005	5	0780104016600001	scienze dell'amministrazione (19)
70005	5	0780106201600001	scienze dell'amministrazione (L-16)
70005	1	0780106201900001	scienze dell'educazione (L-19)
70005	1	0780106201900002	scienze dell'educazione - online (L-19)
70005	9	0780106201300002	scienze e tecnologie biologiche (L-13,L-2)
70005	9	0780106203400001	scienze geologiche (L-34)
70005	9	0780104005600003	scienze naturali (27)
70005	9	0780106203200001	scienze naturali e ambientali - già scienze naturali (L-32)
70005	5	0780104016400002	scienze politiche (15)
70005	5	0780106203600001	scienze politiche e relazione internazionali - già scienze politiche (L-36)
70005	7	0780104010500001	scienze turistiche (39)
70005	14	0780106203900003	servizio sociale - già servizio sociale e sociologia (L-39, ex L-40)
70005	9	0780106204100001	statistica per data science - già statistica per l'azienda (L-41)
70006	9	0430206203200008	ambiente e gestione sostenibile delle risorse naturali (L-32)
70006	9	0430206201300003	biologia della nutrizione (L-13)
70006	9	0430206200200005	bioscienze e biotecnologia - biosciences and biotechnology (L-2,L-13)
70006	9	0430206202700001	chimica (L-27)
70006	2	0430206200400002	design - già disegno industriale e ambientale (L-4)
70006	2	0430204039900001	disegno industriale e ambientale (42)
70006	9	0430204005200001	fisica (25)
70006	9	0430206203000010	fisica (L-30)
70006	10	0430206203100001	informatica (L-31)
70006	10	0430206203100002	informatica per la comunicazione digitale (L-31)
70006	9	0430206202900001	informazione scientifica sul farmaco e scienze del fitness e dei prodotti della salute (L-29)
70006	9	0430206203500002	matematica e applicazioni (L-35)
70006	11	0430206201700001	scienze dell'architettura (L-17)
70006	7	0430206205300001	scienze gastronomiche (L/GASTR)
70006	9	0430206203200007	scienze geologiche e tecnologie per l'ambiente - già scienze geologiche naturali e ambientali-geological, natural and environmental sciences (L-34, ex L-32)
70006	8	0430206201400001	scienze giuridiche per l'innovazione organizzativa e la coesione sociale - già scienze dei servizi giuridici (L-14)
70006	5	0430206203700002	scienze sociali per gli enti non-profit e la cooperazione internazionale (L-37)
70006	13	0430206203800001	tecnico del benessere animale e delle produzioni - già sicurezza delle produzioni zootecniche e valorizzazione delle tipicità alimentari di origine animale (L-38)
70006	9	0430206204400001	tecnologie e diagnostica per i beni culturali - già tecnologie innovative per i beni culturali (L-43)
70007	7	0600106201800002	economia aziendale (L-18)
70007	7	0600106203300001	economia e commercio (L-33)
70007	11	0600106200700002	ingegneria civile e ambientale - già ingegneria dell'ambiente e del territorio (L-7)
70007	12	0600106200900003	ingegneria elettrica (L-9)
70007	12	0600106200900002	ingegneria industriale - già ingegneria gestionale (L-9)
70007	12	0600106200800001	ingegneria informatica e delle telecomunicazioni (L-8)
70007	3	0600106201000003	lettere (L-10)
70007	4	0600106201100004	lingue e letterature moderne (L-11)
70007	1	0600106201900014	scienze dell'educazione e della formazione (L-19)
70007	5	0600104009200002	scienze della comunicazione (14)
70007	15	0600106202200001	scienze motorie (L-22)
70007	8	0600106201400002	servizi giuridici per lavoro, pubblica amministrazione, sport e terzo settore - già operatore giuridico per le organizzazioni complesse (L-14)
70007	14	0600106203900002	servizio sociale (L-39)
70008	2	0870106200100012	beni culturali (L-1)
70008	9	0870106200200001	biotecnologie (L-2)
70008	9	0870106202700001	chimica (L-27)
70008	9	0870106202700002	chimica sostenibile per l'industria, l'ambiente e l'energia - già chimica industriale (L-27)
70008	14	0870106204800001	dietistica (L/SNT3)
70008	7	0870104015300002	economia (28)
70008	7	0870106203300002	economia (L-33)
70008	7	0870104015400004	economia aziendale (17)
70008	7	0870106201800001	economia aziendale (L-18)
70008	1	0870104010400002	educatore dell'infanzia (18)
70008	3	0870106200500007	filosofia (L-5)
70008	9	0870106203000002	fisica (L-30)
70008	14	0870106204700008	fisioterapia (L/SNT2)
70008	14	0870106204600001	infermieristica (L/SNT1)
70008	10	0870106203100005	informatica (L-31)
70008	11	0870104000800001	ingegneria civile (8)
70008	11	0870106200700001	ingegneria civile, ambientale e gestionale - già ingegneria civile e ambientale (L-7)
70008	12	0870106200800002	ingegneria elettronica (L-8)
70008	12	0870106200900001	ingegneria industriale (L-9)
70008	12	0870106200800003	ingegneria informatica (L-8)
70008	3	0870104009800001	lettere (5)
70008	3	0870106201000018	lettere (L-10)
70008	4	0870104010200002	lingue e culture europee (11)
70008	4	0870106201100023	lingue e culture europee euroamericane ed orientali (L-11)
70008	14	0870106204700004	logopedia (L/SNT2)
70008	7	0870106201800002	management delle imprese per l'economia sostenibile - già economia e gestione delle imprese turistiche (L-18)
70008	9	0870106203500001	matematica (L-35)
70008	4	0870106201200001	mediazione linguistica e interculturale (L-12)
70008	14	0870106204700009	ortottica ed assistenza oftalmologica (L/SNT2)
70008	14	0870106204600006	ostetricia (L/SNT1)
70008	5	0870106203600009	politica e relazioni internazionali (L-36)
70008	1	0870104010400001	scienza dell'educazione e della formazione (18)
70008	9	0870106203200003	scienze ambientali e naturali (L-32)
70008	9	0870106201300002	scienze biologiche (L-13)
70008	2	0870104008700001	scienze dei beni culturali (13)
70008	7	0870106201500001	scienze del turismo - già formazione di operatori turistici (L-15)
70008	5	0870106201600017	scienze dell'amministrazione e dell'organizzazione (L-16)
70008	1	0870106201900004	scienze dell'educazione e della formazione (L-19)
70008	5	0870104009200002	scienze della comunicazione (14)
70008	5	0870106202000002	scienze e lingue per la comunicazione (L-20)
70008	6	0870106202400001	scienze e tecniche psicologiche (L-24)
70008	13	0870106202500004	scienze e tecnologie agrarie (L-25)
70008	13	0870104006300004	scienze e tecnologie agrarie tropicali e subtropicali (20)
70008	13	0870106202600001	scienze e tecnologie alimentari (L-26)
70008	9	0870104017700003	scienze erboristiche (24)
70008	9	0870106202900002	scienze farmaceutiche applicate - già scienze erboristiche e dei prodotti nutraceutici (L-29)
70008	9	0870106203400003	scienze geologiche (L-34)
70008	15	0870106202200001	scienze motorie (L-22)
70008	5	0870104009200004	scienze per la comunicazione internazionale (14)
70008	3	0870104010600002	scienze storiche e politiche (38)
70008	14	0870106203900006	sociologia e servizio sociale (L-39,L-40)
70008	11	0870106202100003	sostenibilità ambientale, territorio e transizione ecologica - già pianificazione e sostenibilità ambientale del territorio e del paesaggio (L-21)
70008	3	0870106201600018	storia e scienze dell'amministrazione (L-16,L-42)
70008	5	0870106204200001	storia, politica e relazioni internazionali (L-36, ex L-42)
70008	14	0870106204700003	tecnica della riabilitazione psichiatrica (L/SNT2)
70008	14	0870106204800016	tecniche audioprotesiche (L/SNT3)
70008	14	0870106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70008	14	0870106204800014	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70008	14	0870106204800013	tecniche di laboratorio biomedico (L/SNT3)
70008	14	0870106204800011	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70008	11	0870104000200002	tecnologie e pianificazione per il territorio e l'ambiente (7)
70008	14	0870106204700010	terapia occupazionale (L/SNT2)
70008	13	0870106202600002	viticoltura, enologia ed enomarketing - già scienze e tecnologie per la ristorazione e distribuzione degli alimenti mediterranei (L-26)
70009	9	0380106200200001	biotecnologie (L-2)
70009	9	0380106200200002	biotecnologie mediche (L-2)
70009	9	0380106202700001	chimica (L-27)
70009	2	0380106200400001	design del prodotto industriale (L-4)
70009	14	0380106204800004	dietistica (L/SNT3)
70009	7	0380106201800002	economia (L-18,L-33)
70009	3	0380106200500001	filosofia e società contemporanea (L-5)
70009	9	0380106203000001	fisica (L-30)
70009	14	0380106204700002	fisioterapia (L/SNT2)
70009	14	0380106204800003	igiene dentale (L/SNT3)
