ateneo	gruppo	codice	nome
70013	5	0430104016400001	scienze politiche (15)
70013	5	0430106203600002	scienze politiche e relazioni internazionali (L-36)
70013	14	0430106203900001	teorie, culture e tecniche per il servizio sociale (L-39)
70014	2	0830106200100001	beni archeologici: territorio, insediamenti, cultura materiale - già beni culturali (L-1)
70014	9	0830106200200003	biotecnologie (L-2)
70014	9	0830106202700001	chimica (L-27)
70014	8	0830106201400001	consulente del lavoro e scienze dei servizi giuridici (L-14)
70014	8	0830106201400003	diritto delle nuove tecnologie (L-14)
70014	2	0830106201500001	discipline delle arti, della musica e dello spettacolo - già turismo culturale e discipline delle arti, della musica e dello spettacolo (L-3, ex L-15)
70014	7	0830104015400002	economia aziendale (17)
70014	7	0830106201800011	economia aziendale (L-18)
70014	7	0830104015300003	economia del turismo e dell'ambiente (28)
70014	7	0830104015300001	economia e commercio (28)
70014	7	0830106203300012	economia, banca e finanza - già scienze economiche (L-33)
70014	3	0830106200500002	filosofia (L-5)
70014	9	0830106203000004	fisica (L-30)
70014	14	0830106204700001	fisioterapia (L/SNT2)
70014	14	0830106204600001	infermieristica (L/SNT1)
70014	14	0830106204600002	infermieristica pediatrica (L/SNT1)
70014	10	0830104005100001	informatica (26)
70014	10	0830106203100001	informatica (L-31)
70014	12	0830106200800002	ingegneria biomedica (L-8)
70014	11	0830104000800001	ingegneria civile (8)
70014	11	0830106200700001	ingegneria civile - già ingegneria civile e dei sistemi edilizi (L-7, ex L-23)
70014	11	0830104000100001	ingegneria edile - già ingegneria edile per il recupero (4)
70014	12	0830106200800001	ingegneria elettronica e informatica (L-8)
70014	12	0830106200900002	ingegneria gestionale - già ingegneria navale (L-9)
70014	12	0830106200900001	ingegneria industriale (L-9)
70014	3	0830104009800001	lettere (5)
70014	3	0830106201000001	lettere (L-10)
70014	4	0830106201100001	lingue, letterature straniere e tecniche della mediazione linguistica (L-11,L-12)
70014	14	0830106204700002	logopedia (L/SNT2)
70014	7	0830106201800012	management d'impresa (L-18)
70014	9	0830106203500002	matematica (L-35)
70014	2	0830104008700001	operatore dei beni culturali (13)
70014	14	0830106204700003	ortottica ed assistenza oftalmologica (L/SNT2)
70014	14	0830106204600003	ostetricia (L/SNT1)
70014	9	0830106203200002	scienze ambientali marine e terrestri - già scienze dell'ambiente e della natura (L-32)
70014	9	0830104005500002	scienze biologiche (12)
70014	9	0830106201300002	scienze biologiche (L-13)
70014	14	0830106203900001	scienze del servizio sociale (L-39)
70014	7	0830106201500002	scienze del turismo, della cultura e dell'impresa (L-15)
70014	5	0830106201600001	scienze dell'amministrazione e dell'organizzazione - già scienze dell'amministrazione e dello sviluppo economico (L-16)
70014	5	0830104016600001	scienze dell'amministrazione e dello sviluppo economico - già scienze del governo e dell'amministrazione (19)
70014	1	0830106201900001	scienze dell'educazione e della formazione (L-19)
70014	5	0830106202000003	scienze dell'informazione: tecniche giornalistiche e social media - già scienze dell'informazione: comunicazione pubblica e tecniche giornalistiche (L-20, ex L-16)
70014	5	0830106202000001	scienze della comunicazione (L-20)
70014	1	0830106201900002	scienze della formazione e della comunicazione (L-19,L-20)
70014	6	0830106202400001	scienze e tecniche psicologiche (L-24)
70014	6	0830106202400002	scienze e tecniche psicologiche cliniche e preventive (L-24)
70014	9	0830106202800001	scienze e tecnologie della navigazione (L-28)
70014	13	0830106202600002	scienze gastronomiche (L-26)
70014	8	0830104015000001	scienze giuridiche (31)
70014	15	0830106202200001	scienze motorie, sport e salute (L-22)
70014	9	0830106202900001	scienze nutraceutiche e alimenti funzionali (L-29)
70014	5	0830104016400005	scienze politiche (15)
70014	5	0830106203600001	scienze politiche e delle relazioni internazionali (L-36)
70014	5	0830106201600002	scienze politiche, amministrazione e servizi (L-16, ex L-36)
70014	13	0830106203800001	scienze, tecnologie e sicurezza delle produzioni animali (L-38)
70014	9	0830106202700006	sostenibilità ed innovazione ambientale (L-27)
70014	14	0830106204700005	tecnica della riabilitazione psichiatrica (L/SNT2)
70014	14	0830106204800003	tecniche audioprotesiche (L/SNT3)
70014	14	0830106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70014	14	0830106204800004	tecniche di laboratorio biomedico (L/SNT3)
70014	14	0830106204800005	tecniche di neurofisiopatologia (L/SNT3)
70014	14	0830106204800006	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70014	5	0830104009200002	tecnologie dell'istruzione e della comunicazione (14)
70014	13	0830104006000001	tecnologie, igiene e sanità degli allevamenti estensivi eco-compatibili (40)
70014	14	0830106204700004	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70015	13	0150106202500001	agricoltura sostenibile - già scienze e tecnologie agrarie (L-25)
70015	13	0150106202500004	agrotecnologie per l'ambiente e il territorio (L-25)
70015	13	0150106203800001	allevamento e benessere degli animali d'affezione - già allevamento e benessere animale (L-38)
70015	14	0150106204900001	assistenza sanitaria (L/SNT4)
70015	9	0150106204400001	beni culturali: scienze, tecnologie e diagnostica - già scienze e tecnologie per lo studio e la conservazione dei beni culturali e dei supporti della informazione (L-43)
70015	9	0150106200200016	biotecnologia (L-2)
70015	9	0150106200200003	biotecnologie mediche (L-2)
70015	9	0150106202700003	chimica (L-27)
70015	9	0150106202700001	chimica industriale (L-27)
70015	10	0150104005100004	comunicazione digitale (26)
70015	5	0150106202000001	comunicazione e società (L-20)
70015	14	0150106204800009	dietistica (L/SNT3)
70015	7	0150106201800001	economia e management (L-18,L-33)
70015	7	0150106203300001	economia europea (L-33)
70015	14	0150106204700001	educazione professionale (L/SNT2)
70015	3	0150106200500001	filosofia (L-5)
70015	9	0150104005200001	fisica (25)
70015	9	0150106203000001	fisica (L-30)
70015	14	0150106204700002	fisioterapia (L/SNT2)
70015	5	0150106200600002	geografia, ambiente e territorio - già scienze umane dell'ambiente, del territorio e del paesaggio (L-6)
70015	14	0150106204800008	igiene dentale (L/SNT3)
70015	14	0150106204600001	infermieristica (L/SNT1)
70015	14	0150104050400001	infermieristica (SNT/1)
70015	14	0150106204600004	infermieristica pediatrica (L/SNT1)
70015	10	0150106203100002	informatica - sede di Milano (L-31)
70015	10	0150106203100003	informatica musicale (L-31)
70015	10	0150106203100001	informatica per la comunicazione digitale (L-31)
70015	5	0150106203600003	international politics, law and economics - politica, diritto ed economia internazionali  (L-36)
70015	3	0150104009800001	lettere (5)
70015	3	0150106201000001	lettere (L-10)
70015	4	0150106201100001	lingue e letterature moderne - già lingue e letterature straniere (L-11)
70015	14	0150106204700003	logopedia (L/SNT2)
70015	5	0150106201600003	management delle organizzazioni e del lavoro - già scienze del lavoro dell'amministrazione e del management (L-16)
70015	5	0150106201600004	management e politiche delle amministrazioni pubbliche - già management pubblico e della sanità (L-16)
70015	9	0150106203500001	matematica (L-35)
70015	4	0150104021100001	mediazione linguistica e culturale (3)
70015	4	0150106201200001	mediazione linguistica e culturale applicata all'ambito economico, giuridico e sociale - fino all'a.a. 2021/22 (L-12)
70015	14	0150106204700004	ortottica ed assistenza oftalmologica (L/SNT2)
70015	14	0150106204600003	ostetricia (L/SNT1)
70015	14	0150106204700005	podologia (L/SNT2)
70015	13	0150106202500013	produzione e protezione delle piante e dei sistemi del verde (L-25)
70015	9	0150106203200002	scienze ambientali e politiche per la sostenibilità - già scienze e politiche ambientali (L-32)
70015	9	0150104005500001	scienze biologiche (12)
70015	9	0150106201300005	scienze biologiche (L-13)
70015	2	0150106200100001	scienze dei beni culturali (L-1)
70015	9	0150106202900002	scienze dei prodotti naturali per la salute - già scienze e tecnologie erboristiche (L-29)
70015	8	0150106201400003	scienze dei servizi giuridici (L-14)
70015	13	0150106202600003	scienze della ristorazione e distribuzione degli alimenti - già scienze e tecnologie della ristorazione (L-26)
70015	13	0150106203800002	scienze delle produzioni animali - già produzioni animali, alimenti e salute (L-38)
70015	13	0150104006300002	scienze e tecnologie agrarie (20)
70015	13	0150106202600004	scienze e tecnologie per alimenti sostenibili - già scienze e tecnologie alimentari (L-26)
70015	9	0150106203400004	scienze geologiche (L-34)
70015	8	0150104015000001	scienze giuridiche (31)
70015	5	0150104016400001	scienze internazionali e istituzioni europee (15)
70015	5	0150106203600002	scienze internazionali e istituzioni europee (L-36)
70015	15	0150104023200001	scienze motorie e sport (33)
70015	15	0150106202200001	scienze motorie, sport e salute (L-22)
70015	9	0150104005600001	scienze naturali (27)
70015	9	0150106203200001	scienze naturali (L-32)
70015	5	0150104016400002	scienze politiche (15)
70015	5	0150106203600001	scienze politiche (L-36)
70015	5	0150106203700002	scienze sociali per la globalizzazione (L-37)
70015	3	0150104010600001	scienze storiche (38)
70015	5	0150104009200002	scienze umanistiche per la comunicazione (14)
70015	5	0150106202000002	scienze umanistiche per la comunicazione (L-20)
70015	10	0150104005100008	sicurezza dei sistemi e delle reti informatiche (26)
70015	10	0150106203100005	sicurezza dei sistemi e delle reti Informatiche - già informatica (L-31)
70015	10	0150106203100004	sicurezza dei sistemi e delle reti informatiche - sede di Crema (L-31)
70015	3	0150106204200002	storia (L-42)
70015	14	0150106204700006	tecnica della riabilitazione psichiatrica (L/SNT2)
70015	14	0150106204800001	tecniche audiometriche (L/SNT3)
70015	14	0150106204800010	tecniche audioprotesiche (L/SNT3)
70015	14	0150106204900002	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70015	14	0150106204800007	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70015	14	0150106204800002	tecniche di laboratorio biomedico (L/SNT3)
70015	14	0150106204800005	tecniche di neurofisiopatologia (L/SNT3)
70015	14	0150106204800004	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70015	14	0150106204800006	tecniche ortopediche (L/SNT3)
70015	14	0150106204700007	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70015	14	0150106204700008	terapia occupazionale (L/SNT2)
70015	9	0150106202900003	tossicologia per la sicurezza umana e ambientale - già scienze e sicurezza chimico-tossicologiche dell'ambiente (L-29)
70015	13	0150106202500002	valorizzazione e tutela dell'ambiente e del territorio montano (L-25)
70015	13	0150106202500003	viticoltura ed enologia (L-25)
70017	9	0360106204100001	analisi dei dati per l'impresa e la finanza (L-41)
70017	14	0360106204900001	assistenza sanitaria (L/SNT4)
70017	9	0360106200200001	biotecnologie (L-2)
70017	9	0360106202700001	chimica (L-27)
70017	11	0360106205400001	costruzioni e gestione del territorio (L-P01)
70017	14	0360106204800008	dietistica (L/SNT3)
70017	1	0360106201900002	digital education - educazione digitale (L-19)
70017	7	0360106201800010	digital marketing - marketing digitale (L-18)
70017	7	0360106201800008	economia aziendale e management - già economia aziendale (L-18)
70017	7	0360106203300002	economia e finanza (L-33)
70017	7	0360106201800007	economia e marketing internazionale (L-18)
70017	9	0360106203000004	fisica (L-30)
70017	14	0360106204700019	fisioterapia (L/SNT2)
70017	14	0360106204800007	igiene dentale (L/SNT3)
70017	14	0360106204600008	infermieristica - sede di Modena (L/SNT1)
70017	14	0360106204600012	infermieristica - sede di Reggio Emilia (L/SNT1)
70017	10	0360106203100001	informatica (L-31)
70017	11	0360106200700004	ingegneria civile e ambientale (L-7)
70017	12	0360106200900006	ingegneria del veicolo (L-9)
70017	12	0360106200800003	ingegneria elettronica (L-8)
70017	12	0360106200900003	ingegneria gestionale (L-9,L-8)
70017	12	0360106200800004	ingegneria informatica - sede di Mantova (L-8)
70017	12	0360106200800002	ingegneria informatica - sede di Modena (L-8)
70017	12	0360106200900002	ingegneria meccanica (L-9)
70017	12	0360106200900005	ingegneria meccatronica (L-9,L-8)
70017	12	0360106200900007	ingegneria per l'industria intelligente (L-9)
70017	4	0360106201200004	lingue e culture europee (L-12)
70017	14	0360106204700020	logopedia (L/SNT2)
70017	7	0360106201800009	marketing e organizzazione d'impresa (L-18)
70017	9	0360106203500002	matematica (L-35)
70017	14	0360106204600010	ostetricia (L/SNT1)
70017	9	0360106201300001	scienze biologiche (L-13)
70017	8	0360106201400003	scienze dei servizi giuridici - già scienze giuridiche dell'impresa e della pubblica amministrazione (L-14)
70017	1	0360106201900001	scienze dell'educazione per il nido e le professioni socio-pedagogiche - già scienze dell'educazione (L-19)
70017	5	0360106202000001	scienze della comunicazione (L-20)
70017	6	0360106202400001	scienze e tecniche psicologiche (L-24)
70017	13	0360106202500004	scienze e tecnologie agrarie e degli alimenti (L-25,L-26)
70017	9	0360106203400001	scienze geologiche (L-34)
70017	9	0360106203200001	scienze naturali (L-32)
70017	5	0360106205200001	scienze strategiche (L/DS)
70017	3	0360106200500003	storia e culture contemporanee - già scienze della cultura (L-42, ex L-5)
70017	14	0360106204700012	tecnica della riabilitazione psichiatrica (L/SNT2)
70017	14	0360106204800011	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70017	14	0360106204800001	tecniche di laboratorio biomedico (L/SNT3)
70017	14	0360106204800006	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70017	12	0360106205600001	tecnologie per l'industria intelligente (L-P03)
70017	14	0360106204700009	terapia occupazionale (L/SNT2)
70018	2	0630106200100005	archeologia e storia delle arti (L-1)
70018	2	0630106200100007	archeologia, storia delle arti e scienze del patrimonio culturale (L-1)
70018	9	0630106201300002	biologia - già biologia generale e applicata (L-13)
70018	9	0630106200200002	biotecnologie molecolari e industriali - già biotecnologie biomolecolari e industriali (L-2)
70018	9	0630106200200004	biotecnologie per la salute (L-2)
70018	9	0630106202700002	chimica (L-27)
70018	9	0630106202700003	chimica industriale (L-27)
70018	9	0630106202900003	controllo di qualità (L-29)
70018	5	0630106204000002	culture digitali e della comunicazione (L-40)
70018	2	0630106200400001	design per la comunità (L-4)
70018	14	0630106204800007	dietistica (L/SNT3)
70018	7	0630104015400001	economia aziendale (17)
70018	7	0630106201800001	economia aziendale (L-18)
70018	7	0630106201800002	economia delle imprese finanziarie (L-18)
70018	7	0630106203300002	economia e commercio (L-33)
70018	11	0630104000100002	edilizia (4)
70018	3	0630104009600001	filosofia (29)
70018	3	0630106200500004	filosofia (L-5)
70018	9	0630106203000002	fisica (L-30)
70018	14	0630106204700002	fisioterapia (L/SNT2)
70018	13	0630106203800001	gestione degli animali e delle produzioni - già tecnologie delle produzioni animali (L-38)
70018	7	0630106201800003	hospitality management - gestione dell'ospitalità turistica (L-18)
70018	14	0630106204800008	igiene dentale (L/SNT3)
70018	14	0630106204600001	infermieristica (L/SNT1)
70018	14	0630106204600002	infermieristica pediatrica (L/SNT1)
70018	10	0630106203100001	informatica (L-31)
70018	12	0630104000500002	ingegneria aerospaziale (10)
70018	12	0630106200900006	ingegneria aerospaziale (L-9)
70018	12	0630106200800007	ingegneria biomedica - dall'a.a. 2020/21 (L-8,L-9)
70018	12	0630106200800003	ingegneria biomedica - fino all'a.a. 2019/20 (L-8)
70018	12	0630106200900004	ingegneria chimica (L-9)
70018	11	0630106200700002	ingegneria civile (L-7)
70018	12	0630106200900007	ingegneria dei materiali e biomateriali - già scienza e ingegneria dei materiali (L-9)
70018	12	0630106200800001	ingegneria dell'automazione e robotica - già ingegneria dell'automazione (L-8)
70018	12	0630104001000007	ingegneria delle telecomunicazioni (9)
70018	12	0630106200800005	ingegneria delle telecomunicazioni e dei media digitali - già ingegneria delle telecomunicazioni (L-8)
70018	11	0630106202300001	ingegneria edile per la sostenibilità - già ingegneria edile (L-23)
70018	12	0630106200900010	ingegneria elettrica (L-9)
70018	12	0630106200800004	ingegneria elettronica (L-8)
70018	12	0630106200900005	ingegneria gestionale - già ingegneria gestionale della logistica e della produzione (L-9)
70018	11	0630106200700003	ingegneria gestionale delle costruzioni - già ingegneria delle infrastrutture e servizi (L-7)
70018	12	0630106200800002	ingegneria informatica (L-8)
70018	12	0630106200900009	ingegneria meccanica (L-9)
70018	12	0630106200800006	ingegneria meccatronica (L-8)
70018	12	0630106200900008	ingegneria navale (L-9)
70018	12	0630106200900001	ingegneria navale - interateneo (L-9)
70018	11	0630106200700001	ingegneria per l'ambiente e il territorio (L-7)
70018	3	0630106201000002	lettere classiche (L-10)
70018	3	0630106201000003	lettere moderne (L-10)
70018	4	0630104010200001	lingue, culture e letterature moderne europee (11)
70018	4	0630106201100001	lingue, culture e letterature moderne europee (L-11)
70018	14	0630106204700001	logopedia (L/SNT2)
70018	9	0630106203500004	matematica (L-35)
70018	12	0630106205600001	meccatronica (L-P03)
70018	14	0630106204700003	ortottica ed assistenza oftalmologica (L/SNT2)
70018	14	0630106204600003	ostetricia (L/SNT1)
70018	9	0630106203000003	ottica e optometria (L-30)
70018	13	0630106202500010	scienze agrarie, forestali e ambientali (L-25)
70018	9	0630104005500001	scienze biologiche (12)
70018	9	0630106201300003	scienze biologiche (L-13)
70018	8	0630106201400001	scienze dei servizi giuridici (L-14)
70018	14	0630104016800001	scienze del servizio sociale (6)
70018	14	0630106203900001	scienze del servizio sociale - già servizio sociale (L-39)
70018	7	0630106201500001	scienze del turismo ad indirizzo manageriale (L-15)
70018	5	0630106201600004	scienze dell'amministrazione e dell'organizzazione - già scienze politiche dell'amministrazione (L-16)
70018	11	0630104000100001	scienze dell'architettura (4)
70018	11	0630106201700011	scienze dell'architettura (L-17)
70018	6	0630106202400001	scienze e tecniche psicologiche (L-24)
70018	9	0630106202900001	scienze e tecnologie erboristiche - già scienze erboristiche (L-29)
70018	7	0630106205300001	scienze gastronomiche mediterranee (L/GASTR)
70018	9	0630106203400002	scienze geologiche (L-34)
70018	9	0630106202900004	scienze nutraceutiche (L-29)
70018	9	0630106203200001	scienze per la natura e per l'ambiente - già scienze e tecnologie per la natura e per l'ambiente (L-32)
70018	5	0630106203600001	scienze politiche (L-36)
70018	5	0630106204000001	sociologia (L-40)
70018	9	0630106204100001	statistica e tecnologie per l'analisi dei dati - già statistica per l'impresa e la società (L-41)
70018	3	0630106204200001	storia (L-42)
70018	14	0630106204800011	tecniche audiometriche (L/SNT3)
70018	14	0630106204800013	tecniche audioprotesiche (L/SNT3)
70018	14	0630106204900001	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70018	14	0630106204800010	tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare (L/SNT3)
70018	14	0630106204800003	tecniche di laboratorio biomedico (L/SNT3)
70018	14	0630106204800005	tecniche di neurofisiopatologia (L/SNT3)
70018	14	0630106204800004	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70018	14	0630106204800009	tecniche ortopediche (L/SNT3)
70018	13	0630106202600004	tecnologie alimentari (L-26)
70018	11	0630106205400001	tecnologie digitali per le costruzioni (L-P01)
70018	11	0630106202100001	urbanistica sostenibile - già sviluppo sostenibile e reti territoriali (L-21)
70018	13	0630106202500006	viticoltura ed enologia (L-25)
70019	13	0280106203800006	animal care - tutela del benessere animale (L-38)
70019	2	0280106200100006	archeologia (L-1)
70019	14	0280106204900001	assistenza sanitaria - sedi di Conegliano e Treviso (L/SNT4)
70019	9	0280106203000005	astronomia (L-30)
70019	9	0280106201300002	biologia (L-13)
70019	9	0280106201300003	biologia molecolare (L-13)
70019	9	0280106201300004	biology of human and environmental health - biologia della salute umana e ambientale (L-13)
70019	9	0280106200200001	biotecnologie (L-2)
70019	9	0280106202700003	chimica (L-27)
70019	9	0280106202700004	chimica industriale (L-27)
70019	5	0280106202000001	comunicazione (L-20)
70019	8	0280106201400001	consulente del lavoro (L-14)
70019	14	0280106204800006	dietistica (L/SNT3)
70019	8	0280106201400008	diritto dell'economia - già diritto dell'economia e governo delle organizzazioni (L-14)
70019	8	0280106201400010	diritto e tecnologia (L-14)
70019	2	0280106200300001	discipline delle arti, della musica e dello spettacolo (L-3)
70019	7	0280106201800002	economia - già economia e management (L-18)
70019	7	0280104015400002	economia aziendale (17)
70019	7	0280104015300003	economia territoriale e reti d'imprese (28)
70019	14	0280106204700010	educazione professionale (L/SNT2)
70019	3	0280106200500001	filosofia (L-5)
70019	9	0280106203000006	fisica (L-30)
70019	14	0280106204700006	fisioterapia (L/SNT2)
70019	8	0280106201400011	giurista del terzo settore (L-14)
70019	14	0280106204800011	igiene dentale (L/SNT3)
70019	14	0280106204600002	infermieristica (L/SNT1)
70019	10	0280106203100001	informatica (L-31)
70019	12	0280106200900004	ingegneria aerospaziale (L-9)
70019	12	0280106200800007	ingegneria biomedica - dall'a.a. 2017/18 (L-8,L-9)
70019	12	0280106200800003	ingegneria biomedica - fino all'a.a. 2016/17 (L-8)
70019	12	0280106200900005	ingegneria chimica e dei materiali - già ingegneria dei processi industriali e dei materiali (L-9)
70019	11	0280104000800001	ingegneria civile (8)
70019	11	0280106200700001	ingegneria civile (L-7)
70019	12	0280106200800004	ingegneria dell'automazione e dei sistemi - già ingegneria dell'informazione (L-8)
70019	12	0280106200900003	ingegneria dell'energia (L-9)
70019	12	0280106200900006	ingegneria dell'innovazione del prodotto (L-9)
70019	12	0280106200800002	ingegneria elettronica (L-8)
70019	12	0280104000500005	ingegneria energetica (10)
70019	12	0280106200900001	ingegneria gestionale (L-9)
70019	12	0280106200800001	ingegneria informatica (L-8)
70019	12	0280104000500007	ingegneria meccanica (10)
70019	12	0280106200900002	ingegneria meccanica (L-9)
70019	12	0280106200800006	ingegneria meccatronica (L-8)
70019	11	0280106200700002	ingegneria per l'ambiente e il territorio (L-7)
70019	3	0280106201000002	italian medieval and renaissance studies - studi italiani del medioevo e del rinascimento (L-10)
70019	3	0280104009800002	lettere (5)
70019	3	0280106201000001	lettere (L-10)
70019	4	0280106201100001	lingue, letterature e culture moderne (L-11)
70019	4	0280106201100002	lingue, letterature e mediazione culturale (L-11,L-12)
70019	14	0280106204700004	logopedia (L/SNT2)
70019	9	0280106203500001	matematica (L-35)
70019	4	0280106201200001	mediazione linguistica e culturale (L-12)
70019	14	0280106204700008	ortottica ed assistenza oftalmologica (L/SNT2)
70019	14	0280106204600001	ostetricia (L/SNT1)
70019	9	0280106203000007	ottica e optometria (L-30)
70019	11	0280106202100001	pianificazione e gestione del territorio e del verde - già riassetto del territorio e tutela del paesaggio (L-21)
70019	13	0280106205500001	produzioni biologiche vegetali (L-P02)
70019	7	0280104010500001	progettazione e gestione del turismo culturale (39)
70019	7	0280106201500001	progettazione e gestione del turismo culturale (L-15)
70019	6	0280106202400006	psychological science - scienze psicologiche (L-24)
70019	9	0280106202700005	scienza dei materiali (L-27)
70019	1	0280106201900002	scienze dell'educazione - già scienze dell'educazione e della formazione (L-19)
70019	1	0280106201900001	scienze dell'educazione e della formazione - sede di Padova (L-19)
70019	7	0280106205300001	scienze e cultura della gastronomia (L/GASTR)
70019	13	0280106202600002	scienze e cultura della gastronomia e della ristorazione (L-26)
70019	6	0280106202400005	scienze e tecniche psicologiche - già discipline della ricerca psicologico-sociale (L-24)
70019	13	0280104006300005	scienze e tecnologie agrarie (20)
70019	13	0280106202500002	scienze e tecnologie agrarie (L-25)
70019	13	0280106202600001	scienze e tecnologie alimentari (L-26)
70019	13	0280106203800002	scienze e tecnologie animali (L-38)
70019	9	0280106202900002	scienze e tecnologie erboristiche - già scienze farmaceutiche applicate (L-29)
70019	9	0280106203200002	scienze e tecnologie per l'ambiente (L-32)
70019	13	0280106202500003	scienze e tecnologie viticole ed enologiche (L-25)
70019	9	0280106203400001	scienze geologiche (L-34)
70019	15	0280106202200001	scienze motorie (L-22)
70019	9	0280106203200001	scienze naturali e ambientali - già scienze naturali (L-32)
70019	5	0280106203600002	scienze politiche - già scienze politiche, studi internazionali, governo delle amministrazioni (L-36)
70019	5	0280106203600001	scienze politiche, relazioni internazionali, diritti umani (L-36)
70019	6	0280106202400001	scienze psicologiche cognitive e psicobiologiche (L-24)
70019	6	0280106202400004	scienze psicologiche dello sviluppo, della personalità e delle relazioni interpersonali (L-24)
70019	6	0280104005700003	scienze psicologiche sociali e del lavoro (34)
70019	6	0280106202400003	scienze psicologiche sociali e del lavoro (L-24)
70019	5	0280106204000001	scienze sociologiche (L-40)
70019	13	0280106203800007	scienze tecnico assistenziali veterinarie (L-38)
70019	14	0280106203900001	servizio sociale (L-39)
70019	13	0280106203800005	sicurezza alimentare - già sicurezza igienico-sanitaria degli alimenti (L-38,L-26)
70019	13	0280104006000002	sicurezza igienico-sanitaria degli alimenti (40)
70019	9	0280106204100002	statistica per l'economia e l'impresa (L-41)
70019	9	0280106204100004	statistica per le tecnologie e le scienze - già statistica e tecnologie informatiche (L-41)
70019	9	0280106204100001	statistica, economia e finanza (L-41)
70019	3	0280106204200002	storia (L-42)
70019	2	0280106200100005	storia e tutela dei beni artistici e musicali - già storia e tutela dei beni culturali (L-1)
70019	2	0280104008700003	storia e tutela dei beni culturali (13)
70019	6	0280106202400008	techniques and methods in psychological science - tecniche e metodi per le scienze psicologiche (L-24)
70019	14	0280106204700011	tecnica della riabilitazione psichiatrica (L/SNT2)
70019	13	0280106202500004	tecnica e gestione delle produzioni biologiche vegetali (L-25)
70019	14	0280106204800012	tecniche audiometriche (L/SNT3)
70019	14	0280106204800007	tecniche audioprotesiche (L/SNT3)
70019	14	0280106204900002	tecniche della prevenzione nell'ambiente e nei luoghi di lavoro (L/SNT4)
70019	14	0280106204800005	tecniche di laboratorio biomedico (L/SNT3)
70019	14	0280106204800010	tecniche di neurofisiopatologia (L/SNT3)
70019	14	0280106204800009	tecniche di radiologia medica, per immagini e radioterapia (L/SNT3)
70019	11	0280106205400001	tecnologie digitali per l'edilizia e il territorio (L-P01)
70019	13	0280106202500001	tecnologie forestali e ambientali (L-25)
70019	14	0280106204700009	terapia della neuro e psicomotricità dell'età evolutiva (L/SNT2)
70019	14	0280106204700007	terapia occupazionale (L/SNT2)
70020	13	0820106202500005	agroingegneria (L-25)
70020	11	0820106201700001	architettura e ambiente costruito (L-17)
70020	11	0820106202300002	architettura e progetto nel costruito (L-23)
70020	14	0820106204900006	assistenza sanitaria (L/SNT4)
70020	2	0820106200100002	beni culturali: conoscenza, gestione, valorizzazione - già beni culturali (L-1)
70020	9	0820104023000002	biotecnologie (1)
70020	9	0820106200200001	biotecnologie (L-2)
70020	9	0820106202700001	chimica (L-27)
70020	8	0820106201400001	consulente giuridico d'impresa (L-14)
70020	2	0820106200400001	design - già disegno industriale (L-4)
70020	14	0820106204800008	dietistica - dall'a.a. 2017/18 (L/SNT3)
70020	5	0820104009200007	discipline della comunicazione (14)
70020	2	0820106200300002	discipline delle arti, della musica e dello spettacolo (L-3)
70020	7	0820106201800002	economia e amministrazione aziendale (L-18)
70020	5	0820106203700001	economia e cooperazione internazionale per lo sviluppo sostenibile - già sviluppo economico, cooperazione internazionale e migrazioni (L-37)
70020	7	0820106203300001	economia e finanza (L-33)
70020	1	0820106201900005	educazione di comunità (L-19)
70020	14	0820106204700001	fisioterapia (L/SNT2)
70020	14	0820106204800007	igiene dentale (L/SNT3)
70020	14	0820106204600001	infermieristica (L/SNT1)
70020	10	0820106203100002	informatica (L-31)
70020	12	0820104000500001	ingegneria aerospaziale (10)
70020	11	0820106200700002	ingegneria ambientale per lo sviluppo sostenibile - già ingegneria ambientale (L-7)
70020	12	0820106200900009	ingegneria biomedica (L-9)
70020	12	0820106200900007	ingegneria chimica e biochimica - già ingegneria chimica (L-9)
70020	11	0820106200700003	ingegneria civile - già ingegneria civile ed edile (L-7, ex L-23)
70020	12	0820106200800010	ingegneria dell'automazione e dei sistemi - già ingegneria cibernetica (L-8)
70020	12	0820106200900006	ingegneria dell'energia e delle fonti rinnovabili - già ingegneria dell'energia (L-9)
70020	12	0820106200800009	ingegneria dell'innovazione per le imprese digitali - già ingegneria gestionale e informatica (L-8)
70020	12	0820106200900010	ingegneria della sicurezza (L-9)
70020	12	0820106200900011	ingegneria delle tecnologie per il mare (L-9)
70020	11	0820106202300001	ingegneria edile, innovazione e recupero del costruito - già ingegneria edile (L-23)
70020	12	0820106200900008	ingegneria elettrica per la e-mobility - già ingegneria elettrica (L-9)
